"tBodyAccmeanX" "tBodyAccmeanY" "tBodyAccmeanZ" "tBodyAccstdX" "tBodyAccstdY" "tBodyAccstdZ" "tGravityAccmeanX" "tGravityAccmeanY" "tGravityAccmeanZ" "tGravityAccstdX" "tGravityAccstdY" "tGravityAccstdZ" "tBodyAccJerkmeanX" "tBodyAccJerkmeanY" "tBodyAccJerkmeanZ" "tBodyAccJerkstdX" "tBodyAccJerkstdY" "tBodyAccJerkstdZ" "tBodyGyromeanX" "tBodyGyromeanY" "tBodyGyromeanZ" "tBodyGyrostdX" "tBodyGyrostdY" "tBodyGyrostdZ" "tBodyGyroJerkmeanX" "tBodyGyroJerkmeanY" "tBodyGyroJerkmeanZ" "tBodyGyroJerkstdX" "tBodyGyroJerkstdY" "tBodyGyroJerkstdZ" "tBodyAccMagmean" "tBodyAccMagstd" "tGravityAccMagmean" "tGravityAccMagstd" "tBodyAccJerkMagmean" "tBodyAccJerkMagstd" "tBodyGyroMagmean" "tBodyGyroMagstd" "tBodyGyroJerkMagmean" "tBodyGyroJerkMagstd" "fBodyAccmeanX" "fBodyAccmeanY" "fBodyAccmeanZ" "fBodyAccstdX" "fBodyAccstdY" "fBodyAccstdZ" "fBodyAccJerkmeanX" "fBodyAccJerkmeanY" "fBodyAccJerkmeanZ" "fBodyAccJerkstdX" "fBodyAccJerkstdY" "fBodyAccJerkstdZ" "fBodyGyromeanX" "fBodyGyromeanY" "fBodyGyromeanZ" "fBodyGyrostdX" "fBodyGyrostdY" "fBodyGyrostdZ" "fBodyAccMagmean" "fBodyAccMagstd" "fBodyBodyAccJerkMagmean" "fBodyBodyAccJerkMagstd" "fBodyBodyGyroMagmean" "fBodyBodyGyroMagstd" "fBodyBodyGyroJerkMagmean" "fBodyBodyGyroJerkMagstd"
0.27850625 -0.016923844 -0.1126028 -0.99527328 -0.99017248 -0.9868723 -0.51746936 0.97888432 0.23415092 -0.99834739 -0.99791504 -0.9876737 0.075616074 0.019814184 -0.01582808 -0.99028515 -0.98291 -0.98886765 -0.026382027 -0.077846204 0.084545686 -0.9903363 -0.97369971 -0.98713627 -0.090880831 -0.048293978 -0.068958471 -0.98821913 -0.97355892 -0.9919788 -0.99381369 -0.99236508 -0.99381369 -0.99236508 -0.98911139 -0.98882962 -0.98630086 -0.96775886 -0.98579099 -0.96938305 -0.99374133 -0.9857843 -0.98927937 -0.99603254 -0.9926138 -0.98545793 -0.9909029 -0.98341555 -0.98736168 -0.99039188 -0.98345837 -0.98883764 -0.98542354 -0.96723661 -0.9821747 -0.99198808 -0.97876631 -0.99043875 -0.99051159 -0.9941694 -0.98838759 -0.98806218 -0.96349428 -0.97725564 -0.9682613 -0.97275249
0.27851973 -0.015549377 -0.11673065 -0.98756587 -0.96065797 -0.94508116 0.8412602 0.2960063 0.27716771 -0.98242556 -0.98011195 -0.95108686 0.082916273 0.0091082507 -0.046993209 -0.99002263 -0.97385269 -0.98444966 -0.024781791 -0.12710428 0.12543228 -0.99241054 -0.97096598 -0.98079116 -0.101382 -0.034046553 -0.067866693 -0.99334665 -0.98948675 -0.9933954 -0.96958658 -0.96771098 -0.96958658 -0.96771098 -0.98354071 -0.98686023 -0.96906734 -0.96140405 -0.99176373 -0.99204242 -0.98835341 -0.96213473 -0.95872087 -0.98706249 -0.96126437 -0.94103424 -0.99004507 -0.97280313 -0.98017968 -0.99087885 -0.97718315 -0.98778131 -0.99032316 -0.97789834 -0.98115616 -0.99301417 -0.96738007 -0.98224748 -0.97208608 -0.96904715 -0.98504576 -0.98849372 -0.97399964 -0.96010898 -0.99165051 -0.99281932
0.27852462 -0.017440357 -0.10691166 -0.99431726 -0.99286032 -0.99017398 -0.70003597 0.79060336 0.6232994 -0.99804218 -0.99935991 -0.99592791 0.071485029 0.014254021 0.0002012705 -0.99468281 -0.99005487 -0.9928731 -0.028053856 -0.071681861 0.083960812 -0.99715372 -0.99271633 -0.99126811 -0.098817967 -0.038755509 -0.052780148 -0.99709895 -0.99681737 -0.99390768 -0.99480713 -0.99668828 -0.99480713 -0.99668828 -0.99366347 -0.99585037 -0.99420406 -0.99443917 -0.99696434 -0.99774006 -0.99303059 -0.99153007 -0.99191821 -0.99488668 -0.99297953 -0.98889465 -0.99464326 -0.99118637 -0.9931376 -0.99519803 -0.98930147 -0.99094164 -0.99642027 -0.99381695 -0.9908362 -0.99733742 -0.99200547 -0.99210043 -0.99585475 -0.99711323 -0.99522218 -0.99557883 -0.9953216 -0.99453094 -0.99784382 -0.99724026
0.27853273 -0.016891034 -0.10731219 -0.99756784 -0.99194819 -0.99725091 0.64930418 0.52947111 0.25527318 -0.9964621 -0.99609617 -0.9968543 0.077468705 0.012522562 -0.0060023755 -0.99789865 -0.99407797 -0.99853896 -0.027480273 -0.074654448 0.0822555 -0.99759223 -0.99558524 -0.99550132 -0.096936025 -0.043209994 -0.051085916 -0.99683211 -0.99742344 -0.99815783 -0.99827992 -0.99990297 -0.99827992 -0.99990297 -0.99858329 -0.99994292 -0.99684563 -0.99652409 -0.9982562 -0.99836811 -0.99797304 -0.99175999 -0.99800932 -0.99726924 -0.99143973 -0.99603057 -0.99819255 -0.99363354 -0.99800388 -0.99769621 -0.99513748 -0.99756126 -0.99666315 -0.99551672 -0.99639921 -0.99786789 -0.9955756 -0.99544043 -1 -0.99914657 -0.99934821 -1 -0.99705087 -0.99653191 -0.99825799 -0.99831285
0.27853446 -0.023623979 -0.13436085 -0.49386863 -0.22820953 -0.29576962 0.9083898 -0.25228837 -0.22702588 -0.96151228 -0.93575224 -0.90108694 -0.041937363 0.093341227 0.12528541 -0.52529428 -0.47790815 -0.60222485 -0.14178754 0.040128937 0.15222249 -0.53220473 -0.63019919 -0.49606145 -0.11844518 -0.060954092 -0.013781021 -0.72443579 -0.68120935 -0.63513597 -0.36690532 -0.37923051 -0.36690532 -0.37923051 -0.51194239 -0.49675133 -0.45721723 -0.60465105 -0.68182058 -0.70444692 -0.53207212 -0.29046775 -0.42727793 -0.47942787 -0.24494911 -0.28202337 -0.56074678 -0.48951015 -0.58600082 -0.53008017 -0.50130891 -0.61596141 -0.60081603 -0.60085194 -0.47034926 -0.52325971 -0.65216537 -0.55076045 -0.35647237 -0.48853472 -0.47364896 -0.5294014 -0.64978005 -0.64155744 -0.67424632 -0.77094256
0.27855861 -0.015769442 -0.10828551 -0.99182266 -0.98186151 -0.98092393 0.8834584 0.26842902 0.19378885 -0.99969793 -0.99869115 -0.99892612 0.077007936 0.012337477 -0.0047984839 -0.98261032 -0.98516148 -0.98398857 -0.029022123 -0.076209133 0.079743185 -0.99574329 -0.98820718 -0.98886986 -0.098649449 -0.037351061 -0.048331722 -0.99591357 -0.98925684 -0.9894497 -0.98850485 -0.9891161 -0.98850485 -0.9891161 -0.9851443 -0.98270176 -0.99099295 -0.98978134 -0.99222496 -0.989923 -0.98902818 -0.98185037 -0.97987027 -0.99323086 -0.98190181 -0.98227609 -0.98376892 -0.98525127 -0.98038744 -0.98280776 -0.98609582 -0.98640221 -0.99511182 -0.98643256 -0.98674441 -0.99587321 -0.98947759 -0.99063069 -0.98591726 -0.99250361 -0.98080753 -0.98433446 -0.9896962 -0.99148823 -0.99043317 -0.98945945
0.27855954 -0.017032011 -0.10973639 -0.9687233 -0.98186931 -0.98734045 -0.26686026 0.52258745 0.85878362 -0.9696814 -0.99130147 -0.99096949 0.087624704 0.020764675 -0.0029684786 -0.98723363 -0.98691056 -0.99250724 -0.026172493 -0.085738814 0.090504158 -0.99510177 -0.98334469 -0.99247572 -0.098560277 -0.041665136 -0.056454829 -0.99801991 -0.99191659 -0.99348985 -0.97540444 -0.98292795 -0.97540444 -0.98292795 -0.98990907 -0.99196272 -0.98811372 -0.98736914 -0.99478869 -0.99297068 -0.97962715 -0.98323388 -0.98962934 -0.96483264 -0.98117411 -0.98596006 -0.98871748 -0.98760949 -0.99071579 -0.98665966 -0.98691866 -0.99291047 -0.99677549 -0.98772108 -0.99266195 -0.99461166 -0.98101406 -0.99295573 -0.98637452 -0.98238995 -0.99111255 -0.99194213 -0.99014111 -0.9873947 -0.99277967 -0.993292
0.27856499 -0.024921728 -0.10644779 -0.96183143 -0.9011653 -0.9541035 0.96897791 -0.16458416 0.064227295 -0.99643439 -0.96811631 -0.99805401 0.077672037 -0.011506839 -0.0059324108 -0.952594 -0.93297173 -0.97388699 -0.024931238 -0.072732408 0.078938249 -0.97644026 -0.9670249 -0.92485605 -0.092551461 -0.036364557 -0.064723242 -0.96418264 -0.97364418 -0.9600303 -0.95485027 -0.91714259 -0.95485027 -0.91714259 -0.96156397 -0.93541403 -0.96048688 -0.94606973 -0.97726259 -0.95952687 -0.95880257 -0.91055017 -0.96022183 -0.9629701 -0.90160278 -0.95322909 -0.95823809 -0.92900858 -0.96975442 -0.95080933 -0.94338913 -0.97665994 -0.96333898 -0.96450062 -0.93462354 -0.98097752 -0.96885186 -0.92850905 -0.93556286 -0.91958406 -0.95555933 -0.91342682 -0.95692553 -0.94794838 -0.96795797 -0.95212004
0.27856919 -0.019879998 -0.11315545 -0.97858368 -0.81667263 -0.84081176 0.96658686 -0.15000287 0.085798588 -0.99031129 -0.94661347 -0.93333518 0.077605941 -0.045874119 -0.012634958 -0.97856334 -0.92169921 -0.97865919 -0.010260894 -0.080618556 0.12069309 -0.86512239 -0.95911127 -0.92392996 -0.12296897 -0.041012075 -0.056409002 -0.94355377 -0.98413008 -0.9673726 -0.88780409 -0.90841941 -0.88780409 -0.90841941 -0.96346711 -0.95173831 -0.88322907 -0.89083629 -0.96838625 -0.97502879 -0.97646779 -0.87256556 -0.93166284 -0.97937299 -0.80293231 -0.814695 -0.97749701 -0.9260282 -0.97448864 -0.98187455 -0.92200297 -0.98161427 -0.89188733 -0.96669353 -0.93593946 -0.86107409 -0.95514934 -0.92703835 -0.93394436 -0.90920912 -0.94719893 -0.9573135 -0.91967107 -0.89141286 -0.97579333 -0.9753382
0.27857015 -0.017325247 -0.11002183 -0.98771302 -0.98632581 -0.98057153 -0.47308462 0.77962247 0.65015449 -0.99146806 -0.99736277 -0.99055507 0.07249931 0.016643734 0.012256155 -0.99201157 -0.98210708 -0.98837555 -0.026702814 -0.078519466 0.085034227 -0.98939739 -0.97169481 -0.99573068 -0.099671879 -0.032194434 -0.050486429 -0.98506953 -0.98400088 -0.99434998 -0.9876847 -0.98786941 -0.9876847 -0.98786941 -0.98927631 -0.98883554 -0.97964892 -0.98192628 -0.98689997 -0.98595478 -0.9902641 -0.98312594 -0.98480258 -0.98651647 -0.98805463 -0.97861728 -0.99200342 -0.98140439 -0.98704651 -0.99272711 -0.98436698 -0.98813465 -0.98737629 -0.97672326 -0.99405292 -0.98996657 -0.96899766 -0.99684541 -0.98831552 -0.98841165 -0.98716554 -0.99024954 -0.98208656 -0.984801 -0.985806 -0.98675224
0.27857421 -0.012129241 -0.099047614 -0.99750305 -0.97503215 -0.96819572 0.96940977 -0.094623074 -0.12395232 -0.99655969 -0.98511879 -0.97213394 0.076775292 0.0028236783 0.0066810031 -0.99749473 -0.98387582 -0.98600822 -0.016674025 -0.10221577 0.10785532 -0.99383951 -0.98120123 -0.97808163 -0.097827079 -0.0372414 -0.060730238 -0.99311042 -0.99228337 -0.9885917 -0.98194774 -0.98307182 -0.98194774 -0.98307182 -0.98946576 -0.99126722 -0.97785098 -0.97656993 -0.99255475 -0.99330965 -0.9973091 -0.97564838 -0.97593978 -0.99752676 -0.97516973 -0.96534669 -0.99736364 -0.9828119 -0.98206439 -0.99788966 -0.98654932 -0.98897385 -0.99264128 -0.98483873 -0.979827 -0.99414959 -0.97920264 -0.97931591 -0.98455059 -0.98365653 -0.98959349 -0.99289021 -0.98453913 -0.97542053 -0.99333312 -0.99332942
0.27857563 -0.019061822 -0.10558958 -0.99709484 -0.99217341 -0.99323843 -0.13841508 0.92813166 0.22562606 -0.99629866 -0.99536576 -0.99330463 0.072134979 0.0030257205 -0.0011297735 -0.99385133 -0.98821986 -0.99619994 -0.041859872 -0.09789072 0.064714357 -0.9931163 -0.99025293 -0.99803173 -0.096152657 -0.037422328 -0.052436124 -0.99733514 -0.99546835 -0.99666348 -0.99675092 -0.99687596 -0.99675092 -0.99687596 -0.99460817 -0.99579299 -0.98137163 -0.9860105 -0.99723068 -0.99636944 -0.9953401 -0.98980349 -0.99418503 -0.99814241 -0.99301804 -0.99221934 -0.99321353 -0.98789954 -0.99488519 -0.99527193 -0.98950127 -0.99612341 -0.99478715 -0.99366982 -0.99679232 -0.99265059 -0.98842074 -0.9988251 -0.9964735 -0.9968681 -0.99628741 -0.99354906 -0.99406703 -0.98369535 -0.99724476 -0.99502766
0.27858677 -0.017506796 -0.10960958 -0.99612131 -0.99547652 -0.98878123 -0.16449197 0.91745544 0.33472343 -0.99958021 -0.99910109 -0.99390035 0.077895603 0.0088751976 0.012252014 -0.99398981 -0.99160293 -0.99073312 -0.027720615 -0.073989882 0.087089763 -0.99824443 -0.9950392 -0.99592091 -0.098599606 -0.039374631 -0.054232217 -0.99872263 -0.99831441 -0.99634428 -0.99619647 -0.99463822 -0.99619647 -0.99463822 -0.99277238 -0.99492674 -0.99670191 -0.99832335 -0.99856835 -0.99962035 -0.9959836 -0.9937533 -0.98763232 -0.99608618 -0.99570325 -0.98959102 -0.9943636 -0.99238464 -0.98811626 -0.99404617 -0.99116372 -0.99213565 -0.99818366 -0.99672123 -0.99534765 -0.99819853 -0.99402293 -0.99645056 -0.99319453 -0.99584416 -0.99336546 -0.99617144 -0.99844273 -0.99838258 -0.99961013 -0.99929754
0.27858727 -0.033730259 -0.12076517 -0.99609694 -0.94617575 -0.95924066 0.96488204 -0.14861413 0.096765223 -0.99838332 -0.96912179 -0.98561919 0.073959114 0.032091399 0.0014525787 -0.99247114 -0.97731833 -0.98917743 -0.048035314 -0.12816567 0.082646048 -0.95083226 -0.98188701 -0.98501503 -0.094567026 -0.036263764 -0.056284909 -0.98039592 -0.99419252 -0.99280945 -0.96228345 -0.97907042 -0.96228345 -0.97907042 -0.98751446 -0.99029582 -0.95534653 -0.94100306 -0.99194736 -0.98842877 -0.99447614 -0.95271517 -0.97715995 -0.99696251 -0.94519653 -0.95245868 -0.99262276 -0.97689968 -0.98577402 -0.99294218 -0.97951536 -0.99157363 -0.95873074 -0.98706032 -0.98638426 -0.94956164 -0.97919245 -0.98574018 -0.9797626 -0.98076792 -0.98824331 -0.99236063 -0.97061538 -0.93525781 -0.98856124 -0.9885966
0.27859589 -0.015231928 -0.098908415 -0.99878507 -0.98194306 -0.99137882 0.92371888 -0.31398567 0.12787786 -0.99896777 -0.98598299 -0.98116601 0.073410891 0.0048205158 0.0055513158 -0.99667303 -0.98624441 -0.99071275 -0.025346783 -0.074217186 0.087760115 -0.99446328 -0.99282756 -0.99050543 -0.09760717 -0.043922229 -0.049796101 -0.99430186 -0.99498126 -0.99363215 -0.99200078 -0.99367767 -0.99200078 -0.99367767 -0.99248401 -0.99338931 -0.99262929 -0.99443845 -0.99501892 -0.99693534 -0.99826331 -0.98394109 -0.99048651 -0.99906652 -0.98092551 -0.99180335 -0.99670546 -0.98626158 -0.98849434 -0.99691631 -0.98719871 -0.9915971 -0.99303641 -0.99298218 -0.98963531 -0.99485695 -0.99268503 -0.99158402 -0.99370298 -0.99370311 -0.99227779 -0.9939467 -0.99416628 -0.99552528 -0.99650487 -0.99749031
0.27859683 -0.01748448 -0.10374154 -0.99641493 -0.98779844 -0.98726026 0.97529291 -0.078218544 -0.04256827 -0.99875717 -0.9954785 -0.9931109 0.077702165 -0.0027855506 -0.0048269397 -0.99431633 -0.98804469 -0.98847512 -0.016616638 -0.092469789 0.11481687 -0.99658165 -0.99428219 -0.98691442 -0.10328868 -0.039178208 -0.06065452 -0.99577055 -0.99650944 -0.99492444 -0.99402656 -0.99129036 -0.99402656 -0.99129036 -0.99135314 -0.99173697 -0.98293526 -0.98831278 -0.99663185 -0.9977793 -0.99565307 -0.98383172 -0.98700969 -0.99674012 -0.99000082 -0.98754216 -0.99449639 -0.98813082 -0.98729456 -0.9945835 -0.98877438 -0.98806801 -0.99421055 -0.9944564 -0.98757413 -0.99746497 -0.99411721 -0.98771266 -0.98959359 -0.99303958 -0.99063884 -0.99219538 -0.99123231 -0.98809318 -0.99755134 -0.99797345
0.27860368 -0.02308838 -0.1259152 -0.99701162 -0.97029798 -0.97064286 0.95749216 -0.21669308 0.058771653 -0.99862847 -0.98480397 -0.97654798 0.079013541 0.0064720907 -0.0042142268 -0.9966843 -0.98902099 -0.99278508 -0.024159173 -0.080756208 0.090870422 -0.98578583 -0.98864022 -0.98678138 -0.088494386 -0.038885864 -0.055471429 -0.99383405 -0.99741405 -0.99317265 -0.9772184 -0.98607532 -0.9772184 -0.98607532 -0.99412039 -0.99555561 -0.98619487 -0.9843367 -0.99616897 -0.99743785 -0.99613295 -0.98009318 -0.98341434 -0.99743284 -0.96661206 -0.96529706 -0.99664216 -0.98806566 -0.9903275 -0.99702717 -0.99118607 -0.99407027 -0.98437629 -0.99349458 -0.98808575 -0.9861884 -0.98620897 -0.98736709 -0.98924696 -0.98519662 -0.99467724 -0.99550677 -0.98913844 -0.98367324 -0.99708632 -0.99778625
0.27860714 -0.010041872 -0.088410143 -0.99380749 -0.97494691 -0.95814189 0.8942283 -0.36264534 0.17066026 -0.99849359 -0.99171737 -0.98143966 0.070650101 0.0060952775 0.0046715771 -0.98676613 -0.97926154 -0.98943915 -0.032911805 -0.048613403 0.075198364 -0.98605556 -0.97984798 -0.97699503 -0.098083829 -0.025206784 -0.076064365 -0.98893725 -0.99152192 -0.98357985 -0.97482993 -0.97135362 -0.97482993 -0.97135362 -0.98700058 -0.98696706 -0.97779412 -0.97678638 -0.99075167 -0.98969944 -0.99064999 -0.9762647 -0.97700394 -0.99560848 -0.9747201 -0.9510527 -0.98742566 -0.97925417 -0.98561554 -0.98714998 -0.98075504 -0.99244235 -0.98403685 -0.98049237 -0.96849324 -0.98663427 -0.97948565 -0.98269951 -0.97834452 -0.97080022 -0.98615559 -0.98679526 -0.97668005 -0.98076873 -0.98926324 -0.99066549
0.27861241 -0.016744862 -0.10783497 -0.99423188 -0.99009916 -0.99172801 -0.43005943 0.96108701 0.2167599 -0.99878469 -0.99830174 -0.99626096 0.075943913 0.0074353426 -0.0015397692 -0.99315078 -0.98305763 -0.99136412 -0.032132304 -0.07643344 0.061762838 -0.9936763 -0.9687498 -0.99412119 -0.096466369 -0.03896093 -0.051819374 -0.99334505 -0.99440239 -0.99448207 -0.99505615 -0.99520383 -0.99505615 -0.99520383 -0.99063569 -0.99255038 -0.97481628 -0.98728176 -0.99495819 -0.99553517 -0.99371515 -0.98615251 -0.99185006 -0.99436881 -0.99219718 -0.99139228 -0.99337259 -0.98425395 -0.99045401 -0.99347221 -0.98272837 -0.99068972 -0.99187513 -0.98536389 -0.99284574 -0.99419344 -0.96169086 -0.99511156 -0.99373296 -0.99636394 -0.99167381 -0.99265465 -0.99198227 -0.9862427 -0.9951623 -0.99605143
0.27861694 -0.016481388 -0.10769264 -0.99696582 -0.99150805 -0.98662142 -0.16467248 0.9172451 0.33375614 -0.9993479 -0.99471325 -0.99180718 0.072460482 0.010834536 -0.0065145426 -0.99310402 -0.9901786 -0.98825725 -0.027424568 -0.071871727 0.087866786 -0.99795564 -0.99438237 -0.99627771 -0.098021521 -0.042092203 -0.059813219 -0.99720287 -0.99752982 -0.99556487 -0.99433353 -0.99562316 -0.99433353 -0.99562316 -0.99094479 -0.99308699 -0.99642677 -0.9971108 -0.99773954 -0.9984502 -0.99627894 -0.99032164 -0.98749179 -0.99726506 -0.9916194 -0.98619358 -0.9934788 -0.99012209 -0.9851058 -0.99324197 -0.99094985 -0.99025672 -0.99725695 -0.99582831 -0.99506724 -0.99814968 -0.9934814 -0.99710898 -0.99382996 -0.99704945 -0.99211384 -0.99328343 -0.99693963 -0.99766159 -0.9983228 -0.99842661
0.27861789 -0.017599088 -0.10869452 -0.99392365 -0.99535819 -0.99247735 -0.26043678 0.91808408 0.37389727 -0.99656695 -0.99923923 -0.99677258 0.076828844 0.01279908 0.0083519519 -0.99105947 -0.99167241 -0.9914524 -0.027353174 -0.074011454 0.087917711 -0.99866323 -0.99416456 -0.99587369 -0.098708382 -0.037084884 -0.054929407 -0.99920089 -0.99637011 -0.9955512 -0.99675945 -0.99451622 -0.99675945 -0.99451622 -0.9924317 -0.99321136 -0.99643037 -0.99746867 -0.99749889 -0.99804757 -0.99276196 -0.99311642 -0.99066737 -0.99440974 -0.99595442 -0.99353227 -0.99151078 -0.99149846 -0.98948036 -0.99129208 -0.99250019 -0.99204517 -0.99857601 -0.99464346 -0.99524073 -0.99863457 -0.99380676 -0.9964352 -0.99266013 -0.996147 -0.99263747 -0.99274018 -0.99715472 -0.99810022 -0.99785704 -0.9981453
0.27862115 0.013042879 -0.13995446 -0.99215434 -0.92851853 -0.79727543 0.96545349 0.070703581 -0.022545434 -0.98575008 -0.9321045 -0.77853405 0.071489627 0.023372707 0.12275935 -0.98523568 -0.9738543 -0.98318051 -0.20241335 -0.0043078239 -0.3321643 -0.92074322 -0.96993973 -0.84241827 -0.055667523 -0.031005712 0.02965261 -0.98399572 -0.98679843 -0.98952061 -0.9049284 -0.85862016 -0.9049284 -0.85862016 -0.98100922 -0.9851612 -0.73332952 -0.80634013 -0.98624013 -0.9901769 -0.99000732 -0.95885116 -0.86260114 -0.99316904 -0.9194975 -0.78050121 -0.98577777 -0.97408055 -0.9799403 -0.98589141 -0.97542822 -0.98510474 -0.92497801 -0.97584893 -0.86680149 -0.92058096 -0.96681357 -0.84932202 -0.88027223 -0.86833851 -0.98283552 -0.9876883 -0.88518256 -0.79569225 -0.9888893 -0.99263748
0.27864546 -0.025546419 -0.076206886 0.36600925 0.012245606 -0.089759577 0.93754612 0.066504745 0.068370951 -0.90420812 -0.95727049 -0.95819298 0.80134202 -0.35164171 0.079516799 0.23557229 0.0059457199 -0.33270283 -0.58014416 -0.1696956 0.097026444 -0.18709079 -0.3213184 -0.13953928 0.16528952 -0.21685746 0.096302901 -0.39992902 -0.45383401 -0.24793327 0.34257287 0.10072599 0.34257287 0.10072599 0.086707716 0.10404349 0.081468908 -0.22745121 -0.39496924 -0.4795024 0.38043807 0.03225116 -0.10865567 0.36031141 -0.062784692 -0.15235551 0.1617204 -0.0037413185 -0.22488952 0.20393497 -0.054951551 -0.44541081 -0.16724448 -0.27964742 -0.055285775 -0.20155885 -0.35319695 -0.24768262 0.19573084 -0.12802352 0.19700745 -0.034186616 -0.28645255 -0.31933595 -0.46529993 -0.53333596
0.27865057 -0.01739076 -0.10738579 -0.99292997 -0.9933181 -0.99481807 -0.26009978 0.91931069 0.37258795 -0.99600247 -0.99831077 -0.99628326 0.076563664 0.0055981093 -0.010354555 -0.9883291 -0.99071985 -0.99310932 -0.02312174 -0.06136846 0.05571488 -0.99708493 -0.99202111 -0.99036025 -0.099877082 -0.044477355 -0.064071583 -0.99573406 -0.99324384 -0.99183429 -0.99611989 -0.99618021 -0.99611989 -0.99618021 -0.99124382 -0.9945239 -0.98524787 -0.9928716 -0.9940491 -0.99550222 -0.99154008 -0.99117087 -0.99224874 -0.99352159 -0.99395075 -0.99636987 -0.98905319 -0.99107052 -0.99077058 -0.98849502 -0.99090075 -0.99423993 -0.99600443 -0.9913353 -0.987266 -0.99740404 -0.99246471 -0.99249888 -0.99430949 -0.99771217 -0.99392622 -0.99417477 -0.99315785 -0.99371152 -0.99609872 -0.994572
0.27865679 -0.0042006858 -0.10830436 -0.99496086 -0.94183 -0.95547804 0.97009044 -0.1342864 -0.07070802 -0.99676166 -0.96368903 -0.97090698 0.074185246 0.0024688899 -0.033253395 -0.99141953 -0.96732917 -0.98558337 -0.026099333 -0.09302642 0.094291868 -0.96852495 -0.98040349 -0.9658196 -0.10866848 -0.048654099 -0.042745768 -0.97686495 -0.99177893 -0.99266033 -0.96313346 -0.98088288 -0.96313346 -0.98088288 -0.98246144 -0.98510087 -0.97052283 -0.96149195 -0.98853167 -0.98845002 -0.99318419 -0.95489595 -0.97004772 -0.99586411 -0.93826871 -0.95030443 -0.99163085 -0.96878926 -0.98612663 -0.99191182 -0.96781167 -0.98335338 -0.96542187 -0.98361377 -0.97517811 -0.96954842 -0.97861541 -0.96598973 -0.98081351 -0.98281551 -0.98446191 -0.98437298 -0.97179695 -0.96131767 -0.98925202 -0.98771458
0.27866843 -0.016803368 -0.10598129 -0.99527242 -0.98968685 -0.99358006 0.68466779 -0.56766809 0.32629024 -0.99747802 -0.99686765 -0.99553197 0.076372415 0.013852021 0.0032075882 -0.99373277 -0.99145595 -0.99349802 -0.028189286 -0.075424953 0.087642441 -0.99769351 -0.99712675 -0.98916145 -0.098646348 -0.039160059 -0.05406007 -0.99454953 -0.99708203 -0.99707359 -0.99547649 -0.99761144 -0.99547649 -0.99761144 -0.99407037 -0.99588928 -0.99559405 -0.99584881 -0.9974738 -0.99692518 -0.99495836 -0.98935301 -0.99406062 -0.99531779 -0.98940588 -0.99284683 -0.99399145 -0.99139513 -0.99305425 -0.99395475 -0.99214195 -0.9923288 -0.99634414 -0.99641392 -0.99277097 -0.99816507 -0.99762954 -0.98881466 -0.99686529 -0.99788468 -0.99541102 -0.99538332 -0.99675363 -0.99567674 -0.99683912 -0.99684263
0.27868574 -0.012323834 -0.038279356 -0.97632496 -0.95661734 -0.88471436 0.97193851 -0.14006713 -0.019652889 -0.99548094 -0.9966037 -0.93062265 0.074863754 0.051597353 0.028948064 -0.94820056 -0.95712174 -0.90084868 -0.027454115 -0.043873642 0.055232399 -0.90494944 -0.8318587 -0.95251247 -0.17024131 -0.081747387 -0.068955354 -0.89418995 -0.89878675 -0.96133303 -0.91584023 -0.93637918 -0.91584023 -0.93637918 -0.93973424 -0.89586349 -0.87853955 -0.81271217 -0.92493059 -0.87605824 -0.96549699 -0.94535361 -0.87841425 -0.98230712 -0.96561953 -0.89742666 -0.94855714 -0.95668286 -0.88451539 -0.95248994 -0.96079681 -0.91661022 -0.85525195 -0.83628241 -0.94856821 -0.92189914 -0.83027255 -0.95809804 -0.92307673 -0.95457636 -0.90646442 -0.88213909 -0.83075704 -0.8322248 -0.88889893 -0.8687784
0.2786911 -0.024501237 -0.10006033 -0.99783207 -0.97274973 -0.99208561 0.67993934 -0.56813619 0.32238519 -0.99288923 -0.96995795 -0.98062767 0.075699768 -0.0001042063 0.0017210061 -0.9960951 -0.99197697 -0.99381979 -0.023862899 -0.15088936 -0.087235567 -0.99935984 -0.97977913 -0.92397582 -0.098526145 -0.028935685 -0.0052803146 -0.99909145 -0.99755361 -0.99759461 -0.98810203 -0.98699114 -0.98810203 -0.98699114 -0.99522863 -0.99659108 -0.91673438 -0.92419135 -0.99847448 -0.99872633 -0.99737918 -0.98264227 -0.99147278 -0.99802073 -0.9689197 -0.99224851 -0.99609852 -0.99162622 -0.99208943 -0.99642936 -0.99304199 -0.99418944 -0.99916491 -0.9850244 -0.93133573 -0.99940377 -0.97702625 -0.92840146 -0.99169755 -0.98515041 -0.99643563 -0.99546315 -0.94999869 -0.92169779 -0.99856399 -0.99875293
